profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p00034,Scientist community helpers,Male,1985,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,90,60,65,85,75,55,85,75,85,85,65,85,10,80,80,80,75,60,75,55,85,90,90,10,5,1,90,35,80,90,75,80,25,65,60,80,60,70,50,65,75,55,80,80
p00035,Consensus,Male,1980,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,90,85,75,75,70,65,80,85,85,85,50,65,15,85,75,80,80,25,90,45,60,85,85,60,4,2,80,90,90,65,80,90,25,10,80,50,85,70,75,85,60,35,75,75
p00036,Interview Prof. Maraun,Female,1997,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,75,75,10,45,65,80,65,85,70,90,50,80,20,70,45,55,55,75,75,35,75,65,65,55,3,2,85,85,85,75,45,55,60,55,90,25,60,90,65,70,85,55,65,80
p00037,Oil industry misinformation,Female,1993,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,100,85,95,25,60,35,70,40,70,50,55,50,60,100,45,75,40,55,95,55,65,60,30,55,0,2,95,60,60,25,45,10,5,20,20,5,20,65,30,65,95,40,70,75
p00038,Extreme weather predictions,Male,1989,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,20,15,25,30,20,40,15,40,30,10,10,10,20,15,15,15,30,25,30,50,15,30,10,65,1,2,30,45,40,35,45,20,50,30,25,40,10,10,20,55,30,10,15,55
p00039,Measurement & modeling (2),Male,1970,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,100,100,90,80,100,85,95,90,100,90,95,85,5,95,100,90,100,100,85,65,95,100,90,0,0,1,80,85,70,70,100,70,60,20,30,100,90,100,95,75,95,95,90,100
p00040,Interview Prof. Maraun,Female,1988,Other,Bachelor's degree,"$100,000 to $167,999",Republican,30,40,0,30,50,0,30,20,50,10,30,0,50,0,50,90,0,10,70,0,60,0,50,80,7,2,40,50,40,10,40,0,10,30,30,30,50,60,10,100,50,100,30,70
p00041,High public trust,Male,1949,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,100,50,40,10,20,40,30,30,40,10,0,40,50,40,20,40,40,40,90,70,20,40,50,70,7,2,80,50,90,50,50,20,60,50,50,70,80,20,70,70,100,10,90,20
p00042,Portrait Prof. Cherry,Female,1969,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,100,100,100,68,98,100,100,46,86,74,64,100,0,92,100,95,98,98,81,46,90,85,74,6,0,2,86,59,70,100,43,90,69,29,100,5,83,97,100,100,97,55,89,91
p00043,control,Female,1981,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat,45,25,70,70,70,85,65,60,45,45,70,70,60,60,60,35,55,65,80,30,60,55,55,15,3,1,90,80,55,65,55,40,85,60,50,40,60,75,40,60,65,50,60,90
p00044,Peer-review,Male,1957,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,90,35,10,30,35,35,10,55,15,5,10,10,85,10,20,25,10,25,5,0,25,15,0,80,2,2,85,5,10,0,20,5,15,60,10,5,20,20,60,15,0,45,0,10
p00045,control,Male,1955,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,50,60,40,50,30,70,30,40,40,10,40,60,40,50,30,40,60,10,60,10,60,50,50,50,0,2,60,30,20,40,30,40,20,40,30,70,20,50,20,40,50,20,50,40
p00046,Corporate reliance,Male,1998,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,60,60,60,70,70,60,80,50,90,60,80,70,20,90,80,60,90,50,70,70,70,70,40,30,3,2,70,60,90,90,50,50,40,20,50,30,90,90,60,80,90,30,70,60
p00047,Interview Prof. Maraun,Female,1995,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,10,30,20,10,40,10,20,30,20,40,30,50,50,30,10,40,40,20,60,80,60,50,30,70,3,2,60,30,50,50,70,60,40,30,90,20,90,20,80,60,60,40,60,90
p00048,Former skeptics,Male,2006,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Republican,50,35,60,20,35,35,50,55,45,25,55,70,100,0,5,100,25,5,0,5,60,45,35,100,1,2,75,0,65,30,10,65,30,5,35,30,30,60,5,0,40,25,30,35
p00049,control,Male,1979,Black / African American,High school diploma / GED,"Less than $30,000",Republican,55,30,35,55,25,10,50,70,0,45,80,20,25,35,35,55,25,0,55,60,75,45,50,95,1,2,25,30,15,50,5,15,55,5,30,10,50,10,35,55,45,15,55,35
p00050,Former skeptics,Female,1961,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,50,50,25,50,50,50,50,50,50,50,75,75,25,75,75,75,25,50,75,50,50,50,75,25,8,2,50,75,50,25,50,50,25,25,25,75,50,50,75,100,50,50,50,50
p00051,Measurement & modeling (1),Male,1946,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,65,65,70,60,80,75,80,55,60,50,50,50,60,75,80,65,25,0,85,65,80,85,75,75,1,2,85,95,95,95,80,20,95,95,85,95,90,60,85,85,100,35,60,60
p00052,Scientist community helpers,Female,1987,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,90,55,80,85,75,65,80,80,80,85,65,40,45,90,50,65,50,40,35,65,40,90,80,20,0,2,55,55,20,50,75,60,30,35,70,55,65,50,65,85,40,80,45,80
p00053,Scientist community helpers,Female,1999,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,70,80,80,60,40,40,70,30,40,40,20,20,10,50,80,40,70,40,100,60,90,90,50,30,10,2,90,90,90,70,50,100,40,60,20,70,90,80,10,100,90,90,90,100
p00054,Model accuracy,Female,1968,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,97,83,97,82,64,25,86,77,64,17,45,100,61,100,73,91,67,43,63,64,100,86,100,42,3,2,100,90,96,100,8,64,58,53,73,35,100,98,93,57,85,0,65,100
p00055,Oil industry misinformation,Female,1981,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Democrat,90,40,90,90,100,100,100,90,100,30,100,100,10,70,90,100,100,90,70,60,100,90,100,10,0,1,100,100,100,90,40,80,70,100,100,60,90,100,100,90,90,40,90,70
p00056,Corporate reliance,Male,1991,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,90,70,85,85,75,90,80,70,85,85,80,60,15,35,90,75,65,30,65,60,90,65,90,20,5,2,85,55,90,45,70,75,70,45,40,50,65,65,85,85,80,60,80,75
p00057,Interview Prof. Sebille,Female,1984,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,50,50,40,0,30,60,80,60,30,70,40,50,60,50,60,40,10,50,90,60,20,0,100,10,8,2,20,50,60,20,70,10,40,30,0,50,40,10,80,60,70,0,20,80
p00058,Funding,Male,1992,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,50,60,90,60,20,70,80,80,60,70,90,80,0,60,80,70,80,10,70,70,60,70,70,60,7,2,70,100,90,60,40,30,40,40,90,10,80,40,90,100,90,50,60,80
p00059,High public trust,Female,1969,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,80,65,60,60,45,50,50,45,40,75,55,45,20,75,80,80,80,90,60,80,60,55,85,75,4,2,80,65,60,85,50,70,85,75,50,75,50,70,90,85,80,55,75,90
p00060,Portrait Prof. Cherry,Female,1999,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,80,65,65,60,85,60,70,65,85,45,65,70,25,90,75,75,75,85,80,40,60,85,65,10,6,2,85,90,80,60,50,70,70,60,65,65,85,90,60,85,75,60,90,65
p00061,Extreme weather predictions,Female,1970,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,40,30,35,0,15,35,30,35,10,0,35,20,75,40,95,10,25,15,90,55,90,85,10,85,1,2,85,85,0,55,65,40,30,5,45,0,65,60,95,95,90,45,60,45
p00062,Interview Prof. Maraun,Male,1985,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,100,60,50,70,100,50,0,80,100,90,70,70,0,100,100,80,100,70,60,40,80,60,100,50,1,2,100,0,90,30,90,50,10,50,80,30,70,80,100,60,80,30,40,100
p00063,Oil industry misinformation,Male,1998,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,30,10,15,35,25,20,20,10,40,15,25,20,45,80,50,15,60,25,80,15,60,40,60,45,1,2,15,55,10,15,25,25,20,35,15,10,70,25,50,35,60,20,80,30
p00064,Portrait Prof. Cherry,Female,2003,Other,Some college or Associate's degree,"$168,000 or more",Democrat,84,92,87,90,81,84,88,99,92,44,58,91,12,98,97,95,94,44,53,61,69,65,80,31,7,2,88,54,57,41,51,72,93,76,47,84,47,66,53,95,91,78,61,96
p00065,Social justice,Male,2000,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,30,40,30,60,40,50,10,40,30,40,50,30,70,40,60,40,30,10,90,50,50,30,40,30,3,2,60,40,40,30,60,40,10,20,20,20,10,40,50,40,50,50,40,40
p00066,Model accuracy,Male,1985,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,70,80,60,60,90,50,50,60,70,70,40,40,20,50,60,70,90,70,60,20,70,70,70,10,5,1,70,70,60,60,70,80,30,60,70,10,90,40,90,60,70,20,50,90
p00067,Funding,Male,1991,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,75,45,40,85,45,35,50,50,50,55,25,25,15,45,60,30,55,60,75,30,85,65,55,60,1,1,90,85,55,80,45,50,10,85,50,40,70,30,50,80,75,65,95,100
p00068,Model accuracy,Female,1972,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,57,45,19,41,37,31,37,22,26,13,55,21,52,54,47,50,40,13,62,72,75,8,48,61,1,2,33,26,35,12,47,15,13,37,10,40,63,12,13,36,36,20,23,45
p00069,Peer-review,Female,1966,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,90,85,45,60,50,100,95,65,85,50,55,45,25,50,95,65,75,60,90,65,100,100,95,60,3,2,95,80,85,75,80,90,45,50,65,80,75,65,50,85,90,80,80,90
p00070,Portrait Prof. Cherry,Female,1966,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,55,45,65,20,45,40,45,75,75,60,55,25,45,30,40,40,10,50,55,55,40,10,30,60,2,2,30,25,35,65,20,50,10,35,15,15,25,55,15,50,50,35,10,45
p00071,High public trust,Female,1957,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,25,35,50,35,5,60,40,30,25,45,40,50,35,30,35,10,60,85,80,95,70,50,65,35,5,1,75,35,55,40,45,5,0,70,50,50,75,90,80,80,90,35,30,90
p00072,High public trust,Female,1958,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,85,85,75,65,55,25,85,90,90,100,65,55,15,90,95,75,90,70,85,75,85,90,65,30,8,2,60,95,85,50,85,75,40,55,40,80,85,70,100,75,95,80,100,85
p00073,Measurement & modeling (1),Female,1978,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,65,55,70,60,90,15,80,70,40,55,80,50,60,70,25,75,90,70,90,85,85,90,60,15,0,2,45,85,75,65,50,65,75,50,65,60,90,75,15,80,65,80,65,65
p00074,Peer-review,Female,1960,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Republican,55,45,85,25,25,80,40,40,45,40,50,70,55,10,40,30,55,40,45,25,75,40,40,10,1,2,35,35,25,50,20,10,45,10,25,65,20,20,25,75,85,15,50,50
p00075,Consensus,Male,1961,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,45,40,70,55,55,25,35,50,55,25,30,30,90,10,55,20,35,40,40,15,55,15,55,30,5,1,30,40,15,10,35,20,10,10,15,15,45,30,10,30,50,80,45,20
p00076,Portrait Prof. Cherry,Female,2007,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,80,90,80,60,90,70,50,80,90,70,90,60,10,70,80,90,70,80,70,50,70,80,40,50,10,2,80,60,60,50,80,70,50,80,60,40,80,40,90,70,50,10,50,90
p00077,Social justice,Male,2007,Black / African American,Less than high school,"Less than $30,000",Democrat,20,60,55,40,50,60,65,10,60,60,55,10,10,15,65,10,50,70,100,100,95,80,35,65,7,1,85,95,90,70,65,40,60,65,65,85,65,60,90,95,80,75,95,90
p00078,control,Female,1957,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,57,22,23,41,41,58,13,16,19,27,35,39,37,35,42,70,33,32,63,73,73,87,60,13,1,2,38,67,73,87,88,34,16,8,44,14,28,80,10,32,71,47,65,89
p00079,Portrait Prof. Cherry,Male,1973,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,50,75,75,25,50,100,25,50,50,50,75,25,25,50,50,50,75,25,25,50,75,75,75,50,1,1,75,25,25,0,25,75,50,50,25,25,50,50,50,50,75,25,25,75
p00080,Extreme weather predictions,Male,1976,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,80,90,60,90,90,70,80,90,90,80,80,80,90,80,70,100,80,10,60,70,100,90,40,40,1,1,60,70,70,80,100,60,80,90,100,40,80,90,100,70,90,30,80,70
p00081,Measurement & modeling (1),Female,1997,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,80,65,90,75,65,45,65,65,65,85,55,60,20,70,60,75,80,40,85,45,80,70,65,35,8,1,30,85,90,65,50,85,70,45,80,70,60,70,65,90,65,55,25,75
p00082,Oil industry misinformation,Male,1974,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,90,90,70,90,90,90,80,90,80,70,90,90,40,90,80,90,90,90,80,60,100,100,90,10,4,2,90,90,100,80,70,70,70,70,80,60,90,90,70,80,70,60,90,100
p00083,Model accuracy,Male,1961,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,70,40,50,60,80,50,50,50,50,50,60,30,70,20,90,60,40,10,80,30,70,50,70,20,0,2,60,30,10,40,10,10,70,20,40,20,30,10,60,20,60,80,60,70
p00084,Portrait Prof. Cherry,Male,1948,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,50,60,65,40,50,55,80,25,20,30,40,40,75,55,40,70,70,40,55,45,70,20,45,55,0,1,35,25,45,40,15,10,35,20,60,20,45,15,75,50,60,30,75,40
p00085,Measurement & modeling (1),Female,1992,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,90,100,100,100,90,50,90,100,70,90,90,90,0,90,70,100,90,50,60,50,90,90,90,0,9,2,90,100,90,100,100,90,90,90,90,100,50,80,100,90,100,0,100,100
p00086,control,Male,1987,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,40,50,10,40,40,40,20,20,40,60,40,20,60,20,60,10,20,30,30,30,60,10,60,30,1,2,60,20,40,20,60,60,40,30,50,20,10,30,40,40,30,20,50,30
p00087,Measurement & modeling (2),Male,1998,Black / African American,High school diploma / GED,"$100,000 to $167,999",Republican,10,65,80,0,85,10,50,0,35,75,0,95,80,20,65,35,40,0,10,55,15,65,25,65,2,2,55,25,95,65,20,30,15,35,0,15,10,0,10,55,45,15,0,90
p00088,Extreme weather predictions,Male,1998,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,100,96,100,90,67,98,91,100,100,94,85,100,8,86,70,91,86,92,72,53,91,66,100,12,6,2,53,57,94,71,20,97,26,100,88,7,59,67,51,64,62,50,40,49
p00089,Former skeptics,Male,1958,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Democrat,75,70,60,60,50,75,55,85,50,60,55,75,40,15,60,65,50,50,45,65,70,70,75,60,3,2,60,50,65,50,15,25,30,70,30,65,65,85,40,70,65,35,55,40
p00090,Corporate reliance,Male,1970,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,75,75,50,75,50,75,100,50,75,100,75,75,0,75,75,75,100,75,50,50,50,75,75,0,0,1,75,75,50,50,75,25,0,100,50,0,75,25,50,50,100,50,75,75
p00091,Interview Prof. Sebille,Female,1963,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,30,30,80,30,10,100,60,30,30,20,30,10,30,50,80,10,20,20,30,20,0,30,20,40,6,2,10,20,30,60,30,10,10,20,20,40,50,0,50,20,10,10,20,10
p00092,Peer-review,Male,1981,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,50,60,50,85,40,75,65,35,45,75,45,70,35,75,30,50,45,50,55,55,65,85,50,70,0,2,90,45,75,90,40,40,70,50,65,70,90,45,20,60,50,55,55,60
p00093,Oil industry misinformation,Female,1974,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,90,100,100,90,90,90,100,100,100,100,100,100,100,80,90,100,90,60,100,90,90,100,90,10,0,2,100,90,100,100,60,60,0,10,50,10,100,100,100,100,90,80,90,100
p00094,Scientist community helpers,Male,1989,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,65,65,65,60,50,50,35,50,55,50,55,50,45,35,80,60,60,15,65,45,75,90,85,15,3,2,60,65,60,75,35,35,40,10,20,40,85,10,65,65,60,20,65,60
